MOFname,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Density,Largest_free_sphere,Largest_included_sphere,Largest_included_sphere_along_free_path,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,Unitcell_volume
qmof-6690796,458.695,1746.55,1292.65,1.35114,3.85069,5.48534,5.48534,1.58896,6.05024,4.47788,878.492,0.3345,0.247569,0,0,0,2626.28
qmof-e20ebfa,0,0,0,1.57687,1.19309,2.80287,2.54892,0,0,0,0,0,0,0,0,0,1018.93
qmof-d4624eb,0,0,0,2.19429,0.81438,1.26762,1.2599,0,0,0,0,0,0,0,0,0,453.31
qmof-faced1a,0,0,0,1.76607,1.33149,2.13816,2.10688,0,0,0,0,0,0,0,0,0,1124.37
qmof-bb33e4d,0,0,0,1.85449,0.90729,2.30386,2.29904,0,0,0,0,0,0,0,0,0,495.277
qmof-8e1ed58,0,0,0,3.37381,0.81464,3.58126,3.53935,6.04721,43.9933,13.0396,0,0,0,28.8661,0.021,0.00622441,1374.58
qmof-cafe9dc,0,0,0,1.92643,1.13574,1.77722,1.77722,0,0,0,0,0,0,0,0,0,775.835
qmof-ee0577b,0,0,0,2.25797,1.23287,2.77122,2.68899,0,0,0,0,0,0,0,0,0,991.921
qmof-fdced2d,0,0,0,2.36666,2.41254,3.99453,3.9735,64.4616,485.389,205.094,0,0,0,184.598,0.139,0.0587324,1328.04
qmof-f53855e,0,0,0,2.67376,0.97838,1.91444,1.86747,0,0,0,0,0,0,0,0,0,920.176
qmof-1394c14,0,0,0,3.23268,1.46684,1.98533,1.94895,0,0,0,0,0,0,0,0,0,619.044
qmof-a50a6c8,0,0,0,1.37293,1.09439,6.44407,6.30646,321.922,782.584,570.009,0,0,0,781.99,0.1901,0.138463,4113.57
qmof-3f25aa2,0,0,0,2.73008,0.76273,1.36048,1.36048,0,0,0,0,0,0,0,0,0,666.53
qmof-705c734,0,0,0,3.61383,1.13207,1.99313,1.99313,0,0,0,0,0,0,0,0,0,1050.74
qmof-2323e49,427.692,1644.23,1660.79,0.990026,5.31567,5.84092,5.84092,0,0,0,964.256,0.3707,0.374435,0,0,0,2601.17
qmof-f2d872e,100.794,905.238,678.494,1.33419,3.28384,4.6936,4.63077,0,0,0,222.246,0.1996,0.149604,0,0,0,1113.46
qmof-5947a96,0,0,0,2.73569,2.26883,2.70719,2.70719,0,0,0,0,0,0,0,0,0,435.038
qmof-2d513b1,0,0,0,1.90139,1.20857,2.09377,1.99723,0,0,0,0,0,0,0,0,0,1247.41
qmof-3326c2a,0,0,0,1.50402,1.4478,2.44007,2.44007,0,0,0,0,0,0,0,0,0,880.154
qmof-ffc1922,0,0,0,2.13571,0.81398,1.53485,1.53485,0,0,0,0,0,0,0,0,0,402.349
qmof-0531def,0,0,0,1.85335,0.86024,1.73815,1.63047,0,0,0,0,0,0,0,0,0,653.394
qmof-7406b61,0,0,0,1.63475,1.36728,3.1726,3.1726,6.01574,60.0865,36.7558,0,0,0,25.6302,0.0256,0.0156599,1001.18
qmof-782ea07,0,0,0,1.74877,0.69653,1.77036,1.68684,0,0,0,0,0,0,0,0,0,409.272
qmof-9196782,0,0,0,2.83788,0.76356,1.82343,1.82343,0,0,0,0,0,0,0,0,0,918.401
qmof-3826428,0,0,0,1.99218,1.35002,2.0725,2.04174,0,0,0,0,0,0,0,0,0,1416.04
qmof-d690c9a,0,0,0,1.74952,0.93886,1.55901,1.48397,0,0,0,0,0,0,0,0,0,990.849
qmof-b12f4f9,0,0,0,1.9203,1.81178,3.00432,3.00432,1.99197,22.2426,11.5828,0,0,0,0,0,0,895.566
qmof-7cb301f,0,0,0,1.53632,1.10535,2.19652,2.19652,0,0,0,0,0,0,0,0,0,2578.86
qmof-844af13,0,0,0,1.85863,0.79961,1.50943,1.50943,0,0,0,0,0,0,0,0,0,616.332
qmof-6ab86e7,0,0,0,2.31331,1.66712,3.26577,3.26576,62.3069,138.858,60.0258,0,0,0,169.163,0.0377,0.016297,4487.09
qmof-95de84b,1072.02,2292.2,2089.01,1.09726,4.25905,5.95337,5.94076,0,0,0,2063.89,0.4413,0.402182,0,0,0,4676.84
qmof-792627f,0,0,0,1.66274,1.24916,2.79125,2.79125,0,0,0,0,0,0,0,0,0,782.288
qmof-398e798,0,0,0,1.39417,1.78524,3.94669,3.94669,79.1787,569.929,408.794,0,0,0,195.332,0.1406,0.100848,1389.27
qmof-1d894fb,0,0,0,2.48766,1.0121,4.35283,4.15525,80.4854,405.111,162.849,0,0,0,202.847,0.1021,0.0410427,1986.75
qmof-e9a379a,0,0,0,2.652,0.87654,1.37802,1.25501,0,0,0,0,0,0,0,0,0,245.695
qmof-9fc8069,0,0,0,2.29095,1.39009,2.4296,2.3148,0,0,0,0,0,0,0,0,0,1436.58
qmof-f2b28c5,0,0,0,2.00246,2.26256,2.90583,2.88339,0.930136,7.06194,3.52663,0,0,0,0,0,0,1317.11
qmof-20f108f,0,0,0,1.50893,2.77209,4.73648,4.71991,49.0182,700.022,463.918,0,0,0,134.656,0.1923,0.127441,700.239
qmof-684e6eb,0,0,0,1.4501,1.05951,2.0255,1.79856,0,0,0,0,0,0,0,0,0,747.177
qmof-f42d855,0,0,0,2.18536,0.91926,2.08929,2.08929,0,0,0,0,0,0,0,0,0,829.969
qmof-c5000eb,370.013,1495.64,1358.4,1.10103,3.76521,5.12259,5.12259,0,0,0,741.686,0.2998,0.27229,0,0,0,2473.94
qmof-7aa6be5,0,0,0,3.04724,0.84848,1.41262,1.23091,0,0,0,0,0,0,0,0,0,579.932
qmof-99bc583,0,0,0,1.6233,0.98636,1.82869,1.82869,0,0,0,0,0,0,0,0,0,418.633
qmof-8fef316,0,0,0,2.64107,0.98127,2.13365,2.11474,0,0,0,0,0,0,0,0,0,689.08
qmof-050c6ef,0,0,0,1.49503,1.32915,2.53624,2.01739,0,0,0,0,0,0,0,0,0,696.975
qmof-bb87ad1,0,0,0,1.7155,0.98667,1.89075,1.62532,0,0,0,0,0,0,0,0,0,616.636
qmof-e89276b,0,0,0,1.74129,0.9386,2.17157,2.1512,0,0,0,0,0,0,0,0,0,1128.75
qmof-c9cb5c8,0,0,0,1.48996,1.11067,2.36776,2.29559,0,0,0,0,0,0,0,0,0,1878.49
qmof-1b23ab1,0,0,0,1.89681,1.38766,2.37537,1.75288,0,0,0,0,0,0,0,0,0,1373.64
qmof-390a016,0,0,0,1.34296,2.55076,4.76405,4.71864,172.913,670.309,499.128,0,0,0,460.459,0.1785,0.132915,2579.6
qmof-74b2b06,0,0,0,1.81792,1.00174,2.27242,2.26408,0,0,0,0,0,0,0,0,0,815.642
qmof-0cd4232,228.911,958.917,746.296,1.2849,3.99689,4.69487,4.68912,0,0,0,504.65,0.2114,0.164526,0,0,0,2387.18
qmof-176c460,120.511,891.334,352.566,2.52814,3.28876,4.81617,4.78513,0,0,0,280.546,0.2075,0.0820763,0,0,0,1352.03
qmof-0869724,149.014,691.348,518.005,1.33464,2.8462,4.21885,4.13926,0.00779128,0.0361476,0.0270842,373.532,0.1733,0.129848,0,0,0,2155.41
qmof-c468324,0,0,0,2.59807,1.57025,2.18068,2.14258,0,0,0,0,0,0,0,0,0,288.299
qmof-750f9b8,0,0,0,2.13654,1.01733,1.96514,1.64633,0,0,0,0,0,0,0,0,0,1073.85
qmof-7897453,0,0,0,1.47521,2.02718,5.54898,5.54898,171.259,869.804,589.613,0,0,0,419.187,0.2129,0.144318,1968.94
qmof-d615ab3,0,0,0,2.09153,1.06382,5.24299,5.24299,37.8108,609.444,291.387,0,0,0,104.416,0.1683,0.0804674,620.415
qmof-4aa603d,0,0,0,3.01411,0.83641,1.92111,1.9015,0,0,0,0,0,0,0,0,0,791.367
qmof-468de1c,0,0,0,2.24599,0.77447,1.76707,1.49868,0,0,0,0,0,0,0,0,0,827.058
qmof-b1fae08,0,0,0,1.67433,2.22303,3.66299,3.66299,36.3947,148.336,88.5945,0,0,0,122.676,0.05,0.0298627,2453.52
qmof-0a13fbf,0,0,0,1.68953,1.47164,2.5291,2.44194,0,0,0,0,0,0,0,0,0,1069.2
qmof-7166b5b,0,0,0,2.03775,1.18401,2.45601,2.45601,0,0,0,0,0,0,0,0,0,799.392
qmof-24f41f3,0,0,0,2.00752,2.45851,4.86184,4.85234,114.49,661.105,329.315,0,0,0,301.506,0.1741,0.086724,1731.8
qmof-e203bf0,0,0,0,1.91303,1.5073,3.46626,3.4633,8.69769,70.4306,36.8162,0,0,0,33.7136,0.0273,0.0142705,1234.93
qmof-7e9d44d,435.394,1111.55,832.113,1.33582,4.28526,5.28364,5.2148,0,0,0,932.243,0.238,0.178168,0,0,0,3916.99
qmof-addb7e5,0,0,0,2.28686,1.78678,2.93947,2.93947,0.565185,4.52514,1.97876,0,0,0,0,0,0,1248.99
qmof-ff2fade,0,0,0,1.99776,0.89606,1.9394,1.92005,0,0,0,0,0,0,0,0,0,753.606
qmof-233c525,0,0,0,1.9781,0.81944,2.2511,2.221,0,0,0,0,0,0,0,0,0,1247.87
qmof-85fa9ba,0,0,0,3.20493,0.87036,2.06452,1.67717,0,0,0,0,0,0,0,0,0,857.118
qmof-c101b80,0,0,0,2.70704,0.63357,1.55022,1.53882,0,0,0,0,0,0,0,0,0,1119.3
qmof-efcd351,0,0,0,2.32642,1.0244,1.88905,1.88905,0,0,0,0,0,0,0,0,0,942.264
qmof-0cedff9,0,0,0,2.13402,0.73228,1.84402,1.81948,0,0,0,0,0,0,0,0,0,898.748
qmof-36577c1,0,0,0,2.38968,0.70643,1.89071,1.88108,0,0,0,0,0,0,0,0,0,869.805
qmof-74f2403,0,0,0,1.4287,1.29193,2.83824,2.83824,0,0,0,0,0,0,0,0,0,1092.1
qmof-5fa42a7,0,0,0,1.60934,1.89629,2.20294,2.20294,0,0,0,0,0,0,0,0,0,704.267
qmof-8d610b4,0,0,0,3.63044,0.67462,1.17096,1.16453,0,0,0,0,0,0,0,0,0,665.734
qmof-4ecfa48,90.2006,504.25,300.63,1.67731,3.11172,3.85177,3.85071,0,0,0,193.549,0.1082,0.064508,0,0,0,1788.81
qmof-0f66221,0,0,0,1.4754,2.50394,3.49693,3.48443,57.288,309.094,209.499,0,0,0,159.208,0.0859,0.0582216,1853.41
qmof-94657de,3153.67,2218.71,4608.47,0.481441,9.46138,11.43554,11.43554,0,0,0,10768.5,0.7576,1.57361,0,0,0,14214
qmof-f38eaf4,0,0,0,2.32506,1.25379,2.32853,2.27192,0,0,0,0,0,0,0,0,0,1270
qmof-807cee7,0,0,0,2.11882,1.04391,1.89512,1.39479,0,0,0,0,0,0,0,0,0,891.955
qmof-4c0ef7e,0,0,0,2.26322,1.20814,2.1092,2.10915,0,0,0,0,0,0,0,0,0,1075.39
qmof-1c7a916,0,0,0,2.79486,0.78897,1.35827,1.27872,0,0,0,0,0,0,0,0,0,401.49
qmof-edcf7ff,0,0,0,2.60779,1.30341,2.40639,2.37666,0,0,0,0,0,0,0,0,0,1373.87
qmof-0cd5578,0,0,0,1.74265,0.87436,2.13916,2.13916,0,0,0,0,0,0,0,0,0,1096
qmof-8e45bb8,0,0,0,2.3149,0.90082,2.0232,1.82579,0,0,0,0,0,0,0,0,0,1038.35
qmof-70585b5,0,0,0,4.78811,0.75615,1.86705,1.79706,0,0,0,0,0,0,0,0,0,739.028
qmof-c947dd6,0,0,0,2.06329,1.09027,1.87403,1.73543,0,0,0,0,0,0,0,0,0,801.508
qmof-a5a80da,0,0,0,1.34515,1.85613,2.86643,2.85183,0.153098,0.533816,0.396845,0,0,0,0,0,0,2867.99
qmof-64499d3,0,0,0,1.64172,1.14213,2.26703,2.18557,0,0,0,0,0,0,0,0,0,1288.22
qmof-ac37347,0,0,0,1.66889,1.1915,2.86031,2.86031,0.0467477,0.593674,0.355731,0,0,0,0,0,0,787.43
qmof-c786c29,0,0,0,1.71143,1.2226,2.25693,2.25693,0,0,0,0,0,0,0,0,0,946.578
qmof-1d2e262,0,0,0,2.07772,1.13457,1.78076,1.78076,0,0,0,0,0,0,0,0,0,500.464
qmof-528c187,0,0,0,1.65771,1.12135,2.64914,2.64914,0,0,0,0,0,0,0,0,0,1122.85
qmof-98440a2,0,0,0,1.65033,1.48752,2.72449,2.23148,0,0,0,0,0,0,0,0,0,1777.47
qmof-136e736,0,0,0,1.57235,1.39905,2.93222,2.64265,0.288092,2.84935,1.81216,0,0,0,0,0,0,1011.08
qmof-b6d48a4,0,0,0,2.07195,1.03707,2.26408,2.25936,0,0,0,0,0,0,0,0,0,726.681
qmof-a1cd150,0,0,0,1.65156,0.83182,2.03395,1.99492,0,0,0,0,0,0,0,0,0,680.015
qmof-4551e80,0,0,0,2.66632,0.85667,1.65816,1.65816,0,0,0,0,0,0,0,0,0,582.931
qmof-00324c8,0,0,0,1.77261,0.9507,1.91695,1.91561,0,0,0,0,0,0,0,0,0,1195.14
qmof-fbf7e41,0,0,0,2.6563,1.02203,2.55256,2.52281,0,0,0,0,0,0,0,0,0,545.678
qmof-7961300,0,0,0,2.7214,0.86375,1.92057,1.92057,0,0,0,0,0,0,0,0,0,964.223
qmof-a569078,0,0,0,2.2142,1.83819,2.54756,2.54756,0,0,0,0,0,0,0,0,0,401.131
qmof-ea53898,0,0,0,1.64918,1.19932,2.93826,2.93826,0.839705,6.48589,3.9328,0,0,0,0,0,0,1294.66
qmof-a03d729,0,0,0,2.06451,0.98546,2.34564,2.3167,0,0,0,0,0,0,0,0,0,1019.29
qmof-c54ce08,0,0,0,2.09611,0.8704,2.45935,2.45935,0,0,0,0,0,0,0,0,0,1485.96
qmof-432b63a,0,0,0,1.77491,1.36808,2.64102,2.60055,0,0,0,0,0,0,0,0,0,1139.8
qmof-07ff199,425.617,935.312,771.41,1.21247,4.10203,7.27377,7.25188,5.8819,12.9257,10.6606,958.799,0.2107,0.173777,0,0,0,4550.54
qmof-e36d1f8,0,0,0,2.69702,0.66768,1.63613,1.63048,0,0,0,0,0,0,0,0,0,552.817
qmof-8cc5219,391.874,1698.47,1433.03,1.18523,3.31484,4.70033,4.68656,0,0,0,772.688,0.3349,0.282562,0,0,0,2307.22
qmof-2e034c5,0,0,0,1.61716,0.86037,2.22116,2.22116,0,0,0,0,0,0,0,0,0,738.593
qmof-56ad7f4,432.36,1351.9,1221.65,1.10662,4.79599,6.94651,6.94651,6.44253,20.1445,18.2036,1014.78,0.3173,0.286729,0,0,0,3198.16
qmof-7981e56,0,0,0,1.85065,2.06533,3.80468,3.80468,44.5536,399.316,215.771,0,0,0,119.72,0.1073,0.0579796,1115.75
qmof-b5f9bbe,0,0,0,1.57732,1.14073,2.26694,2.23849,0,0,0,0,0,0,0,0,0,1072.57
qmof-7a9afb6,0,0,0,3.33018,0.97743,2.23608,2.1783,0,0,0,0,0,0,0,0,0,867.883
qmof-dc0e96c,617.014,2574.01,2671.1,0.963651,4.60053,5.62333,5.62333,0,0,0,1216.52,0.5075,0.526643,0,0,0,2397.09
qmof-3eba276,0,0,0,1.66353,1.31852,3.09264,3.07089,2.02455,19.6005,11.7825,0,0,0,15.7002,0.0152,0.00913719,1032.9
qmof-f0c8c79,0,0,0,2.28832,1.00568,2.03755,2.03683,0,0,0,0,0,0,0,0,0,827.697
qmof-a4a3887,0,0,0,1.68941,1.24849,1.83905,1.81202,0,0,0,0,0,0,0,0,0,860.838
qmof-aa8159f,229.807,1022.46,540.138,1.89297,4.89392,7.10081,7.10081,0,0,0,545.038,0.2425,0.128106,0,0,0,2247.58
qmof-14872a0,0,0,0,2.09571,0.91188,1.85609,1.58577,0,0,0,0,0,0,0,0,0,636.663
qmof-5d3a22f,0,0,0,3.0907,0.61403,1.18816,1.16594,0,0,0,0,0,0,0,0,0,193.351
qmof-41c0d63,0,0,0,1.5075,1.17047,2.44542,2.44542,0,0,0,0,0,0,0,0,0,905.593
qmof-b949ab6,0,0,0,1.50393,2.65443,3.91592,3.91592,50.9314,338.505,225.08,0,0,0,137.219,0.0912,0.0606411,1504.6
qmof-58ccd6f,0,0,0,1.94994,0.91537,1.60522,1.45498,0,0,0,0,0,0,0,0,0,406.952
qmof-1d7e777,135.033,1058.74,847.412,1.24938,3.39854,5.49514,5.48337,0,0,0,313.37,0.2457,0.196658,0,0,0,1275.42
qmof-5c23399,0,0,0,2.43173,0.75634,2.13163,2.13163,0,0,0,0,0,0,0,0,0,834.368
qmof-1081e63,0,0,0,2.41261,0.97029,1.88374,1.87198,0,0,0,0,0,0,0,0,0,629.808
qmof-173ea6a,0,0,0,2.47564,1.02699,1.96984,1.94954,0,0,0,0,0,0,0,0,0,887.29
qmof-e77a1fb,0,0,0,2.41986,1.09411,2.47716,2.47716,0,0,0,0,0,0,0,0,0,1760.34
qmof-0111861,0,0,0,1.7478,2.53271,4.50005,4.49001,128.331,693.946,397.04,0,0,0,290.708,0.1572,0.0899418,1849.29
qmof-5fcce5a,0,0,0,1.71848,1.00001,2.57134,2.55304,0,0,0,0,0,0,0,0,0,1217.47
qmof-d88d13b,0,0,0,2.03137,0.85533,2.03639,2.03639,0,0,0,0,0,0,0,0,0,423.568
qmof-7f1a187,0,0,0,2.52906,0.99447,3.75569,3.75569,30.5497,293.64,116.106,0,0,0,77.4044,0.0744,0.029418,1040.38
qmof-94cbfb4,0,0,0,2.05273,1.54952,2.88126,2.46719,0.116099,1.19557,0.582429,0,0,0,0,0,0,971.074
qmof-888b462,0,0,0,2.61469,1.15988,2.19069,2.19069,0,0,0,0,0,0,0,0,0,840.346
qmof-5433888,0,0,0,1.75194,0.8317,1.6777,1.52683,0,0,0,0,0,0,0,0,0,922.107
qmof-3442091,0,0,0,1.70064,0.91774,1.94473,1.92614,0,0,0,0,0,0,0,0,0,1283.56
qmof-4458a96,0,0,0,2.2729,1.10936,2.11007,2.10299,0,0,0,0,0,0,0,0,0,1411.21
qmof-52cd170,0,0,0,1.54106,1.9831,3.20014,3.20014,12.5782,95.0601,61.685,0,0,0,30.6978,0.0232,0.0150546,1323.18
qmof-63b633e,297.724,1543.34,1070.69,1.44145,3.40244,4.42806,4.42806,0,0,0,606.504,0.3144,0.218114,0,0,0,1929.09
qmof-7c7b7c4,0,0,0,1.67771,0.98586,1.83512,1.8236,0,0,0,0,0,0,0,0,0,448.396
qmof-58c25d6,556.491,1662.64,1444.14,1.1513,4.0475,5.4951,5.4951,0,0,0,1198.9,0.3582,0.311126,0,0,0,3347.03
qmof-036e2cc,0,0,0,1.72628,1.29401,1.92175,1.92175,0,0,0,0,0,0,0,0,0,508.807
qmof-6a96bb3,0,0,0,1.67686,1.0469,3.18277,3.07583,3.06838,24.5564,14.6443,0,0,0,32.7375,0.0262,0.0156245,1249.52
qmof-7de7cfe,0,0,0,1.65525,1.1821,2.44188,2.29643,0,0,0,0,0,0,0,0,0,685.814
qmof-f3dd1bc,0,0,0,2.23871,0.92245,1.86635,1.75644,0,0,0,0,0,0,0,0,0,1193.51
qmof-d7fa9b6,0,0,0,2.00119,0.83257,1.68309,1.67093,0,0,0,0,0,0,0,0,0,605.126
qmof-42bd54c,0,0,0,2.05852,1.00268,1.83519,1.82378,0,0,0,0,0,0,0,0,0,785.851
qmof-31f7337,0,0,0,1.86536,1.14933,1.96992,1.95537,0,0,0,0,0,0,0,0,0,738.324
qmof-d1565a5,0,0,0,1.49402,1.01679,2.12127,2.11726,0,0,0,0,0,0,0,0,0,2735.37
qmof-fdcea31,0,0,0,1.47861,1.0087,2.86177,2.86177,0.24387,1.57009,1.06187,0,0,0,0,0,0,1553.22
qmof-da89b11,39.0561,357.419,160.124,2.23214,2.82437,3.47447,3.451,0,0,0,128.177,0.1173,0.0525505,0,0,0,1092.72
qmof-af77375,0,0,0,1.89225,0.98335,2.16383,2.16383,0,0,0,0,0,0,0,0,0,591.84
qmof-c5c5ac9,0,0,0,1.68924,1.02563,2.31146,2.31146,0,0,0,0,0,0,0,0,0,756.088
qmof-41521ed,0,0,0,1.67581,1.35263,3.6648,2.44923,19.6696,175.087,104.479,0,0,0,56.5079,0.0503,0.0300153,1123.42
qmof-6beca2a,0,0,0,1.56423,1.54078,3.81158,3.81158,17.9209,186.624,119.307,0,0,0,49.4538,0.0515,0.0329235,960.269
qmof-1a60fe1,0,0,0,1.55587,0.98528,2.32128,2.3198,0,0,0,0,0,0,0,0,0,1316.92
qmof-e99de19,227.642,1023.21,526.392,1.94381,4.90398,7.06484,7.06476,0,0,0,538.845,0.2422,0.124601,0,0,0,2224.79
qmof-76aed81,45.0551,540.799,329.406,1.64174,2.97371,4.06875,4.04943,0,0,0,116.637,0.14,0.0852755,0,0,0,833.121
qmof-a0b7ecf,74.6896,271.842,189.232,1.43656,2.9978,3.9195,3.9195,0,0,0,162.654,0.0592,0.0412097,0,0,0,2747.54
qmof-1cec922,0,0,0,1.94076,2.02272,3.55684,3.55684,40.1992,390.205,201.058,0,0,0,150.101,0.1457,0.0750738,1030.21
qmof-63e7ce0,0,0,0,2.52689,0.97782,1.77961,1.53794,0,0,0,0,0,0,0,0,0,500.611
qmof-b56746c,0,0,0,1.95223,1.04937,2.65832,2.60445,0,0,0,0,0,0,0,0,0,1324.51
qmof-04009cb,261.537,1730.35,1080.65,1.60121,6.5782,6.99429,6.99429,0,0,0,711.903,0.471,0.294152,0,0,0,1511.47
qmof-4321050,279.428,934.684,646.645,1.44544,3.53376,5.58758,5.57183,0.337357,1.12846,0.780704,631.092,0.2111,0.146046,0,0,0,2989.54
qmof-091c04b,0,0,0,2.80022,0.97427,1.75472,1.75472,0,0,0,0,0,0,0,0,0,281.54
qmof-d014068,0,0,0,2.01421,1.13087,2.2159,2.2159,0,0,0,0,0,0,0,0,0,861.746
qmof-091d15e,0,0,0,2.79203,0.7265,1.60075,1.57731,0,0,0,0,0,0,0,0,0,451.894
qmof-a4a4999,0,0,0,2.32332,2.00311,2.64753,2.64753,0,0,0,0,0,0,0,0,0,581.893
qmof-df493b0,0,0,0,2.15077,0.93287,1.78279,1.78279,0,0,0,0,0,0,0,0,0,928.228
qmof-aabccf4,230.525,1520.26,1175.73,1.29303,4.31056,5.11079,5.11079,0,0,0,503.43,0.332,0.256761,0,0,0,1516.36
qmof-a6ae0f1,0,0,0,1.38958,1.10836,4.44232,4.43015,42.9118,326.53,234.985,0,0,0,119.064,0.0906,0.0651998,1314.18
qmof-cbdba45,0,0,0,1.59497,0.99336,1.97133,1.96876,0,0,0,0,0,0,0,0,0,1754.44
qmof-5cb2fe5,194.644,831.092,479.196,1.73435,3.04055,4.31574,4.30548,0,0,0,426.014,0.1819,0.104881,0,0,0,2342.02
qmof-711b7d9,0,0,0,1.72251,0.90806,1.99752,1.99752,0,0,0,0,0,0,0,0,0,978.087
qmof-c3de041,0,0,0,1.81336,1.29328,2.28627,2.16433,0,0,0,0,0,0,0,0,0,591.594
qmof-d1216ba,0,0,0,2.14143,0.9214,1.90546,1.90092,0,0,0,0,0,0,0,0,0,917.145
qmof-ff588b7,0,0,0,1.8305,1.1725,2.14853,2.139,0,0,0,0,0,0,0,0,0,915.855
qmof-c28fec8,0,0,0,1.85056,1.10562,1.94798,1.94538,0,0,0,0,0,0,0,0,0,954.63
qmof-374d608,0,0,0,2.25885,0.94011,1.80539,1.57177,0,0,0,0,0,0,0,0,0,866.82
qmof-1fc378d,0,0,0,1.78646,0.95733,1.90928,1.88114,0,0,0,0,0,0,0,0,0,898.405
qmof-7b7e338,0,0,0,2.46169,0.79773,1.72106,1.6984,0,0,0,0,0,0,0,0,0,393.92
qmof-53fce67,0,0,0,1.81566,0.90975,1.94376,1.84333,0,0,0,0,0,0,0,0,0,743.365
qmof-04cece3,0,0,0,2.86984,0.83726,1.90044,1.89786,0,0,0,0,0,0,0,0,0,937.581
qmof-7e031d2,0,0,0,1.62764,1.01597,2.9633,2.9633,1.17765,11.4633,7.04286,0,0,0,9.75956,0.0095,0.00583665,1027.32
qmof-ce90295,0,0,0,1.73008,0.95999,3.43798,3.35941,8.91292,86.1997,49.824,0,0,0,41.3594,0.04,0.0231203,1033.98
qmof-c767d72,0,0,0,1.63542,1.02568,2.48784,2.48661,0,0,0,0,0,0,0,0,0,819.819
qmof-f5464fc,0,0,0,1.98012,1.03305,2.15909,2.14669,0,0,0,0,0,0,0,0,0,961.236
qmof-4597bbd,0,0,0,2.38096,1.08069,2.38585,2.38335,0,0,0,0,0,0,0,0,0,885.789
qmof-82f9a80,0,0,0,1.34372,2.77475,3.23296,3.21608,21.3822,96.8558,72.0802,0,0,0,48.1263,0.0218,0.0162236,2207.63
qmof-ba7bac6,479.412,1518.86,1615.08,0.940425,9.51546,10.11144,10.09803,0,0,0,1529.9,0.4847,0.515405,0,0,0,3156.39
qmof-82b4d64,0,0,0,1.7469,1.00052,1.76222,1.67909,0,0,0,0,0,0,0,0,0,665.221
qmof-1a9a06d,0,0,0,1.9929,1.01487,1.77922,1.77922,0,0,0,0,0,0,0,0,0,684.334
qmof-b70be0f,92.1885,566.81,351.216,1.61385,3.02366,3.87523,3.8708,0,0,0,198.751,0.1222,0.0757196,0,0,0,1626.44
qmof-976a1e2,0,0,0,3.35914,1.06862,1.77584,1.77584,0,0,0,0,0,0,0,0,0,636.541
qmof-8082407,0,0,0,2.47589,1.0734,2.63465,2.35883,0,0,0,0,0,0,0,0,0,3561.09
qmof-09a2292,0,0,0,1.83462,0.93968,1.8162,1.79485,0,0,0,0,0,0,0,0,0,680.007
qmof-a36de4b,0,0,0,2.04655,0.972,1.66256,1.64767,0,0,0,0,0,0,0,0,0,656.697
qmof-ee6806c,0,0,0,2.29084,1.13101,1.95189,1.95189,0,0,0,0,0,0,0,0,0,671.894
qmof-7c6cbbc,0,0,0,1.51776,1.38034,2.41711,2.41711,0,0,0,0,0,0,0,0,0,1207.47
qmof-4cc3895,0,0,0,1.88301,2.63121,2.84646,2.83977,0.0350884,0.180387,0.0957974,0,0,0,0,0,0,1945.18
qmof-e12c654,0,0,0,1.54706,0.88436,2.41849,2.41849,0,0,0,0,0,0,0,0,0,865.687
qmof-f061a67,0,0,0,1.83026,0.76325,2.10112,2.08795,0,0,0,0,0,0,0,0,0,437.431
qmof-ce677e5,0,0,0,1.53919,1.03353,2.2254,2.21726,0,0,0,0,0,0,0,0,0,534.153
qmof-bdc345a,0,0,0,1.79142,0.99601,2.26741,2.26741,0,0,0,0,0,0,0,0,0,1610
qmof-9b0bbdf,0,0,0,1.62658,0.89663,1.56663,1.47102,0,0,0,0,0,0,0,0,0,471.583
qmof-a9f6b42,0,0,0,1.73036,0.94194,3.36251,3.3622,14.448,140.24,81.0467,0,0,0,53.6751,0.0521,0.0301093,1030.23
qmof-d54da7b,0,0,0,2.057,0.77064,2.67776,1.1775,0,0,0,0,0,0,0,0,0,871.984
qmof-28ac5e6,0,0,0,2.60759,0.94472,2.38334,2.36873,0,0,0,0,0,0,0,0,0,498.075
qmof-4c8ae11,0,0,0,1.81361,1.02042,1.94262,1.84406,0,0,0,0,0,0,0,0,0,1221.87
qmof-855c443,0,0,0,1.31233,1.20109,1.77111,1.77111,0,0,0,0,0,0,0,0,0,890.296
qmof-074cf93,0,0,0,1.76987,1.31603,1.86668,1.86668,0,0,0,0,0,0,0,0,0,727.927
qmof-ce14def,0,0,0,1.23893,1.09673,2.25178,2.25178,0,0,0,0,0,0,0,0,0,1100.3
qmof-83713ea,0,0,0,1.8221,1.01627,1.90007,1.81791,0,0,0,0,0,0,0,0,0,710.078
qmof-2063f6c,0,0,0,2.08209,0.79956,1.5804,1.46994,0,0,0,0,0,0,0,0,0,786.065
qmof-5b57e19,0,0,0,2.38801,1.0334,1.63605,1.63605,0,0,0,0,0,0,0,0,0,776.207
